place	x_O2	x_Ar	y_N2	y_O2	y_Ar	vap_etlp	liq_etlp
1	-1.036025e-07	1.046025e-07	-7.702746e-09	-7.749076e-08	8.519350e-08	1.971665e-02	1.911034e-04
1	-6.997947e-08	6.997947e-08	-1.254794e-08	-5.570784e-08	6.825578e-08	1.313845e-02	1.688251e-04
1	-7.893977e-08	7.993977e-08	-1.894292e-08	-5.178754e-08	7.073046e-08	5.946360e-03	1.628947e-04
1	-1.285368e-07	1.285368e-07	-2.865338e-08	-5.430323e-08	8.195661e-08	-1.872405e-03	1.929627e-04
1	-6.728194e-08	6.628194e-08	-1.124304e-08	-5.467014e-08	6.591318e-08	1.329502e-02	1.583544e-04
1	-7.603621e-08	7.603621e-08	-1.867798e-08	-5.004761e-08	6.872559e-08	6.065849e-03	1.585764e-04
1	-1.285673e-07	1.285673e-07	-2.834706e-08	-5.431568e-08	8.266274e-08	-1.793901e-03	1.930027e-04
1	-2.235563e-07	2.235563e-07	-4.206699e-08	-5.539299e-08	9.745998e-08	-1.029687e-02	2.805282e-04
1	-1.580552e-07	1.580552e-07	-7.967981e-10	-5.625674e-08	5.705353e-08	-6.198281e-03	-2.676778e-05
1	-2.209792e-07	2.209792e-07	-1.531274e-08	-1.059368e-07	1.212495e-07	1.647821e-02	2.672182e-04
1	-2.212640e-07	2.212640e-07	-1.475749e-08	-1.058729e-07	1.206304e-07	1.595095e-02	2.598675e-04
1	-2.041184e-07	2.041184e-07	-2.626227e-08	-1.147959e-07	1.400582e-07	3.805737e-02	3.527452e-04
1	-1.047810e-07	1.047810e-07	-3.414539e-08	-7.060447e-08	1.057499e-07	5.940345e-02	2.368577e-04
1	7.351362e-08	-7.351362e-08	-4.161432e-08	3.181368e-08	8.800647e-09	7.998453e-02	-4.051292e-05
1	2.766973e-08	-2.666973e-08	-5.182491e-08	5.302306e-08	-1.981511e-10	-5.165773e-02	-2.163203e-04
1	-5.438778e-08	5.438778e-08	-3.735065e-08	-4.646271e-09	4.199692e-08	-4.262364e-02	3.990705e-05
1	-1.150436e-07	1.140436e-07	-2.136922e-08	-5.852712e-08	7.989634e-08	-3.424820e-02	1.851252e-04
1	-1.561102e-07	1.571102e-07	-6.124473e-09	-1.004379e-07	1.065624e-07	-2.654019e-02	2.476489e-04
1	-5.299040e-08	5.299040e-08	-3.760066e-08	-3.273754e-09	4.187442e-08	-4.288669e-02	4.249168e-05
1	-1.171978e-07	1.171978e-07	-2.256534e-08	-5.888756e-08	8.245290e-08	-3.443234e-02	1.960608e-04
1	-1.567728e-07	1.567728e-07	-7.195648e-09	-9.977220e-08	1.059678e-07	-2.666034e-02	2.461383e-04
1	-1.751484e-07	1.761484e-07	9.217364e-09	-1.180812e-07	1.088638e-07	-1.957632e-02	2.202734e-04
1	-1.155172e-07	1.165172e-07	-2.284375e-08	-5.827963e-08	8.112337e-08	-3.462311e-02	1.880877e-04
1	-1.561644e-07	1.561644e-07	-7.442946e-09	-9.880158e-08	1.062445e-07	-2.678369e-02	2.419777e-04
1	-1.744698e-07	1.744698e-07	9.018762e-09	-1.169420e-07	1.079233e-07	-1.964216e-02	2.190270e-04
1	-1.733779e-07	1.733779e-07	2.352609e-08	-1.030956e-07	7.956951e-08	-1.320615e-02	1.273069e-04
1	-2.397328e-07	2.397328e-07	-1.526608e-08	-1.649536e-07	1.802196e-07	2.887211e-02	2.833076e-04
1	-1.431237e-07	1.421237e-07	-1.198736e-08	-9.352437e-08	1.055117e-07	2.404901e-02	2.454758e-04
1	-9.056907e-08	9.056907e-08	-1.158150e-08	-5.898926e-08	7.057076e-08	1.865362e-02	2.011663e-04
1	-7.371433e-08	7.371433e-08	-1.139838e-08	-4.810580e-08	5.950417e-08	1.266263e-02	1.627744e-04
1	-1.486238e-07	1.486238e-07	-1.289135e-08	-9.689697e-08	1.097883e-07	2.424128e-02	2.534616e-04
1	-9.138706e-08	9.138706e-08	-1.105245e-08	-5.901291e-08	7.006536e-08	1.882260e-02	2.028008e-04
1	-7.554052e-08	7.554052e-08	-1.224366e-08	-4.865264e-08	6.089630e-08	1.280992e-02	1.626528e-04
1	-1.025766e-07	1.025766e-07	-1.552551e-08	-5.512070e-08	7.064621e-08	6.191440e-03	1.520884e-04
1	-9.139646e-08	9.039646e-08	-1.106797e-08	-5.904056e-08	7.010853e-08	1.899289e-02	2.058718e-04
1	-7.542819e-08	7.542819e-08	-1.217646e-08	-4.892371e-08	6.010017e-08	1.295578e-02	1.631403e-04
1	-1.015926e-07	1.015926e-07	-1.525302e-08	-5.415204e-08	7.040506e-08	6.303958e-03	1.483268e-04
1	-1.649165e-07	1.649165e-07	-2.207003e-08	-6.528200e-08	8.735203e-08	-9.773750e-04	1.610479e-04
1	-7.786511e-08	7.786511e-08	-1.291659e-08	-4.948049e-08	6.239708e-08	1.310652e-02	1.692988e-04
1	-9.879765e-08	9.979765e-08	-1.460506e-08	-5.356018e-08	6.916525e-08	6.416447e-03	1.495497e-04
1	-1.620663e-07	1.620663e-07	-2.095103e-08	-6.502373e-08	8.497476e-08	-9.070394e-04	1.555944e-04
1	-2.653252e-07	2.643252e-07	-2.977776e-08	-7.177247e-08	1.015502e-07	-8.876577e-03	2.062935e-04
1	-1.330782e-07	1.330782e-07	-1.163902e-11	-4.326111e-08	4.327275e-08	-8.851414e-04	1.989285e-05
1	-2.089834e-07	2.089834e-07	-1.303952e-08	-9.833770e-08	1.113772e-07	2.230994e-02	2.966123e-04
1	-2.094492e-07	2.094492e-07	-1.311485e-08	-9.784073e-08	1.109556e-07	2.176968e-02	2.973341e-04
1	-2.039252e-07	2.039252e-07	-2.241845e-08	-1.112791e-07	1.346976e-07	4.439785e-02	3.621322e-04
1	-1.138149e-07	1.138149e-07	-3.046704e-08	-7.209494e-08	1.025620e-07	6.626385e-02	2.297813e-04
1	6.075548e-08	-6.075548e-08	-3.414439e-08	2.991556e-08	4.228824e-09	8.735785e-02	-9.115278e-05
1	5.344278e-08	-5.444278e-08	-6.162024e-08	7.335588e-08	-1.173563e-08	-4.987422e-02	-1.615967e-04
1	-4.683023e-08	4.683023e-08	-4.491884e-08	5.747202e-09	3.917163e-08	-4.030987e-02	9.094750e-05
1	-1.242741e-07	1.252741e-07	-2.708970e-08	-5.654894e-08	8.463865e-08	-3.140700e-02	2.240567e-04
1	-1.734827e-07	1.734827e-07	-8.723924e-09	-1.021587e-07	1.108826e-07	-2.318173e-02	2.486135e-04
1	-4.545048e-08	4.545048e-08	-4.586150e-08	7.290029e-09	3.857147e-08	-4.058991e-02	8.382480e-05
1	-1.223889e-07	1.233889e-07	-2.758038e-08	-5.528795e-08	8.286833e-08	-3.160831e-02	2.241728e-04
1	-1.742782e-07	1.742782e-07	-8.348981e-09	-1.016237e-07	1.109727e-07	-2.330989e-02	2.526236e-04
1	-2.035246e-07	2.025246e-07	9.535185e-09	-1.258537e-07	1.163185e-07	-1.570127e-02	1.966920e-04
1	-1.218136e-07	1.218136e-07	-2.853107e-08	-5.421182e-08	8.274289e-08	-3.181108e-02	2.241958e-04
1	-1.738323e-07	1.748323e-07	-9.185702e-09	-1.018275e-07	1.110132e-07	-2.344124e-02	2.540606e-04
1	-2.030919e-07	2.030919e-07	8.826010e-09	-1.255542e-07	1.157282e-07	-1.577111e-02	1.986875e-04
1	-2.095099e-07	2.095099e-07	2.748223e-08	-1.157692e-07	8.928698e-08	-8.809341e-03	7.611319e-05
1	-1.970671e-07	1.980671e-07	-2.606058e-08	-1.185927e-07	1.446533e-07	2.711282e-02	3.179836e-04
1	-1.229569e-07	1.229569e-07	-1.848790e-08	-5.968925e-08	7.817715e-08	2.282649e-02	2.815447e-04
1	-8.634000e-08	8.634000e-08	-1.385563e-08	-3.504899e-08	4.790461e-08	1.796086e-02	2.214626e-04
1	-9.216817e-08	9.216817e-08	-1.150814e-08	-3.571723e-08	4.722537e-08	1.250813e-02	1.762496e-04
1	-1.272678e-07	1.282678e-07	-2.014613e-08	-6.212006e-08	8.226619e-08	2.299776e-02	2.819772e-04
1	-9.113454e-08	9.113454e-08	-1.533689e-08	-3.687853e-08	5.221542e-08	1.811901e-02	2.318672e-04
1	-8.983527e-08	8.983527e-08	-1.163310e-08	-3.453820e-08	4.617130e-08	1.263826e-02	1.751187e-04
1	-1.289523e-07	1.289523e-07	-1.042799e-08	-4.849063e-08	5.991862e-08	6.549869e-03	1.294910e-04
1	-9.006385e-08	9.106385e-08	-1.509897e-08	-3.669052e-08	5.178949e-08	1.827329e-02	2.351322e-04
1	-9.070991e-08	9.070991e-08	-1.122772e-08	-3.524271e-08	4.647043e-08	1.277311e-02	1.734146e-04
1	-1.290480e-07	1.290480e-07	-1.073680e-08	-4.862704e-08	6.036384e-08	6.655387e-03	1.311949e-04
1	-2.030784e-07	2.030784e-07	-1.240528e-08	-6.738300e-08	7.978828e-08	-9.268114e-05	1.180555e-04
1	-8.906975e-08	8.906975e-08	-1.134873e-08	-3.419574e-08	4.554447e-08	1.290768e-02	1.787789e-04
1	-1.273616e-07	1.283616e-07	-1.070586e-08	-4.918322e-08	5.988908e-08	6.760876e-03	1.379588e-04
1	-2.014423e-07	2.014423e-07	-1.281189e-08	-6.694813e-08	7.976002e-08	-2.634554e-05	1.158095e-04
1	-3.171337e-07	3.171337e-07	-1.816927e-08	-8.256447e-08	1.007337e-07	-7.455283e-03	1.485623e-04
